,cena,forma_wlasnosci,liczba_pieter,liczba_pokoi,ogrzewanie,okna,pietro,powierzchnia,rodzaj_zabudowy,rok_budowy,rynek,stan_wykonczenia
836,205000.0,0,4.0,2,miejskie,plastikowe,parter,38.0,blok,,wtorny,do_zamieszkania
837,251433.0,1,4.0,2,miejskie,plastikowe,parter,39.91,apartamentowiec,2018.0,pierwotny,
838,269000.0,1,3.0,2,miejskie,,1,42.0,blok,,wtorny,do_zamieszkania
839,299900.0,1,10.0,2,miejskie,,4,63.1,blok,1980.0,wtorny,
840,60000.0,1,3.0,1,,plastikowe,1,32.0,blok,,wtorny,do_zamieszkania
841,152000.0,1,,1,,,8,32.0,,,wtorny,
842,285000.0,1,5.0,2,miejskie,drewniane,3,61.0,kamienica,1900.0,wtorny,do_zamieszkania
843,302702.0,1,10.0,3,miejskie,plastikowe,1,52.19,apartamentowiec,,pierwotny,do_wykonczenia
844,270000.0,1,3.0,2,,plastikowe,1,56.0,blok,,wtorny,do_zamieszkania
845,679000.0,1,3.0,6,gazowe,plastikowe,2,167.0,kamienica,1970.0,wtorny,do_remontu
846,305220.0,1,4.0,3,miejskie,,parter,50.87,apartamentowiec,2018.0,pierwotny,do_wykonczenia
847,244776.0,1,10.0,2,miejskie,plastikowe,1,39.48,apartamentowiec,,pierwotny,do_wykonczenia
848,348513.0,1,10.0,4,miejskie,plastikowe,1,59.07,apartamentowiec,,pierwotny,do_wykonczenia
849,295000.0,1,10.0,3,miejskie,,8,61.0,blok,,wtorny,do_remontu
850,414758.0,1,4.0,3,miejskie,,1,71.51,apartamentowiec,,pierwotny,do_wykonczenia
851,556770.0,1,4.0,3,miejskie,,4,83.1,apartamentowiec,,pierwotny,do_wykonczenia
852,325280.0,1,8.0,2,miejskie,plastikowe,6,40.66,apartamentowiec,2019.0,pierwotny,do_zamieszkania
853,361168.0,1,3.0,3,,,1,62.29,blok,2020.0,pierwotny,do_wykonczenia
854,283182.0,1,3.0,2,,,parter,45.83,blok,2020.0,pierwotny,do_wykonczenia
855,318370.0,1,8.0,2,miejskie,plastikowe,3,40.3,apartamentowiec,2019.0,pierwotny,do_wykonczenia
856,307000.0,1,3.0,2,,,1,51.3,blok,,wtorny,
857,270000.0,1,3.0,5,elektryczne,plastikowe,2,68.0,kamienica,,wtorny,
858,230000.0,1,,2,miejskie,plastikowe,&gt;_10,36.0,blok,,wtorny,do_zamieszkania
860,163631.0,1,3.0,1,,,1,26.51,blok,2020.0,pierwotny,do_wykonczenia
861,237000.0,1,,1,miejskie,plastikowe,5,35.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
862,162706.0,1,3.0,1,,,1,26.36,blok,2020.0,pierwotny,do_wykonczenia
863,259000.0,0,10.0,3,miejskie,plastikowe,9,53.52,blok,,wtorny,
864,560000.0,1,4.0,4,,,3,82.28,apartamentowiec,,pierwotny,do_wykonczenia
865,312913.0,1,4.0,2,miejskie,,parter,50.05,apartamentowiec,2019.0,pierwotny,do_wykonczenia
866,283824.0,0,4.0,3,kotlownia,plastikowe,4,73.0,blok,1982.0,wtorny,do_wykonczenia
867,323962.0,1,5.0,3,miejskie,,1,51.78,blok,2019.0,pierwotny,
868,664884.0,1,4.0,4,miejskie,,4,90.36,apartamentowiec,2019.0,pierwotny,do_wykonczenia
869,556770.0,1,4.0,3,miejskie,,4,83.01,apartamentowiec,2019.0,pierwotny,do_wykonczenia
870,422418.0,1,4.0,3,miejskie,,parter,61.22,apartamentowiec,2019.0,pierwotny,do_wykonczenia
871,385000.0,1,11.0,3,,plastikowe,6,58.4,blok,1980.0,wtorny,
872,234000.0,0,5.0,2,miejskie,drewniane,2,38.6,blok,,wtorny,do_wykonczenia
874,769000.0,1,4.0,7,gazowe,plastikowe,4,132.0,kamienica,1905.0,wtorny,do_zamieszkania
875,324870.0,1,8.0,2,miejskie,plastikowe,7,41.65,apartamentowiec,,pierwotny,do_wykonczenia
876,605000.0,1,1.0,4,gazowe,,1,106.0,apartamentowiec,2018.0,pierwotny,do_wykonczenia
877,195000.0,1,,3,,,1,54.0,kamienica,,wtorny,do_remontu
878,450000.0,1,10.0,3,miejskie,plastikowe,9,61.0,blok,1984.0,wtorny,do_zamieszkania
879,366830.0,1,8.0,3,miejskie,plastikowe,parter,46.73,apartamentowiec,,pierwotny,do_wykonczenia
880,352420.0,1,6.0,3,miejskie,plastikowe,parter,52.6,apartamentowiec,,pierwotny,do_wykonczenia
881,343584.0,1,6.0,3,miejskie,plastikowe,parter,47.72,apartamentowiec,,pierwotny,do_wykonczenia
882,344016.0,1,6.0,3,miejskie,plastikowe,parter,47.78,apartamentowiec,,pierwotny,do_wykonczenia
883,333645.0,1,8.0,2,miejskie,plastikowe,parter,46.02,apartamentowiec,,pierwotny,do_wykonczenia
884,289224.0,1,5.0,2,miejskie,plastikowe,parter,51.19,apartamentowiec,,pierwotny,do_wykonczenia
885,299151.0,1,5.0,2,miejskie,plastikowe,5,46.38,apartamentowiec,,pierwotny,do_wykonczenia
886,386400.0,1,6.0,4,miejskie,plastikowe,parter,55.2,apartamentowiec,,pierwotny,do_wykonczenia
887,346405.0,1,6.0,3,miejskie,plastikowe,1,47.78,apartamentowiec,,pierwotny,do_wykonczenia
888,258463.0,1,5.0,2,miejskie,plastikowe,parter,39.46,apartamentowiec,,pierwotny,do_wykonczenia
889,343810.0,1,5.0,3,miejskie,plastikowe,parter,52.49,apartamentowiec,,pierwotny,do_wykonczenia
890,300224.0,1,5.0,2,miejskie,plastikowe,5,46.91,apartamentowiec,,pierwotny,do_wykonczenia
891,322629.0,1,5.0,3,miejskie,plastikowe,parter,52.46,apartamentowiec,,pierwotny,do_wykonczenia
892,310734.0,1,5.0,2,miejskie,plastikowe,2,50.94,apartamentowiec,,pierwotny,do_wykonczenia
893,421440.0,1,5.0,3,miejskie,plastikowe,2,70.24,apartamentowiec,,pierwotny,do_wykonczenia
894,273642.0,1,5.0,2,miejskie,plastikowe,parter,46.38,apartamentowiec,,pierwotny,do_wykonczenia
895,333692.0,1,5.0,3,miejskie,plastikowe,parter,52.55,apartamentowiec,,pierwotny,do_wykonczenia
896,239540.0,1,10.0,2,miejskie,plastikowe,1,41.3,apartamentowiec,,pierwotny,do_wykonczenia
897,285381.0,1,5.0,2,miejskie,plastikowe,parter,51.42,apartamentowiec,,pierwotny,do_wykonczenia
898,281460.0,1,5.0,2,miejskie,plastikowe,parter,46.91,apartamentowiec,,pierwotny,do_wykonczenia
899,292194.0,1,5.0,2,miejskie,plastikowe,4,46.38,apartamentowiec,,pierwotny,do_wykonczenia
900,248992.0,1,10.0,2,miejskie,plastikowe,1,40.16,apartamentowiec,,pierwotny,do_wykonczenia
901,293886.0,1,10.0,3,miejskie,plastikowe,1,50.67,apartamentowiec,,pierwotny,do_wykonczenia
902,335673.0,1,2.0,3,,,parter,58.89,blok,,pierwotny,
903,259782.0,1,10.0,3,miejskie,plastikowe,1,44.79,apartamentowiec,,pierwotny,do_wykonczenia
904,271320.0,1,5.0,2,miejskie,plastikowe,parter,45.22,apartamentowiec,,pierwotny,do_wykonczenia
905,370000.0,1,14.0,3,miejskie,plastikowe,&gt;_10,59.0,blok,,wtorny,do_zamieszkania
906,240064.0,1,10.0,2,miejskie,plastikowe,1,38.72,apartamentowiec,,pierwotny,do_wykonczenia
907,397440.0,0,18.0,3,miejskie,plastikowe,&gt;_10,62.1,blok,,wtorny,do_zamieszkania
908,599000.0,1,2.0,2,,,1,72.0,,,wtorny,
909,234000.0,0,5.0,2,miejskie,,2,38.6,blok,1960.0,wtorny,do_remontu
910,299000.0,0,10.0,4,,,9,79.73,,,wtorny,
911,280611.0,1,10.0,3,miejskie,plastikowe,1,49.23,apartamentowiec,,pierwotny,do_wykonczenia
912,400000.0,1,2.0,2,gazowe,plastikowe,1,47.17,apartamentowiec,2015.0,wtorny,do_zamieszkania
913,280554.0,1,10.0,3,miejskie,plastikowe,1,49.22,apartamentowiec,,pierwotny,do_wykonczenia
914,370000.0,1,14.0,3,miejskie,plastikowe,&gt;_10,59.0,blok,,wtorny,do_zamieszkania
915,229952.0,1,10.0,2,miejskie,plastikowe,1,35.93,apartamentowiec,,pierwotny,do_wykonczenia
916,260246.0,1,10.0,3,miejskie,plastikowe,1,44.87,apartamentowiec,,pierwotny,do_wykonczenia
917,395000.0,1,5.0,2,miejskie,plastikowe,5,52.39,apartamentowiec,2014.0,wtorny,do_zamieszkania
918,251433.0,1,4.0,2,miejskie,plastikowe,parter,39.91,apartamentowiec,,wtorny,do_wykonczenia
919,305220.0,1,4.0,3,miejskie,plastikowe,parter,50.87,apartamentowiec,,wtorny,do_wykonczenia
920,309824.0,1,2.0,3,miejskie,,1,60.16,blok,2019.0,pierwotny,do_wykonczenia
921,255000.0,0,4.0,3,miejskie,plastikowe,4,57.9,blok,1976.0,pierwotny,do_zamieszkania
922,270592.0,1,,2,miejskie,,parter,42.28,apartamentowiec,,pierwotny,do_wykonczenia
923,365753.0,1,2.0,3,miejskie,,1,71.02,blok,2019.0,pierwotny,do_wykonczenia
924,205000.0,0,4.0,2,miejskie,plastikowe,parter,48.0,blok,1975.0,wtorny,do_remontu
925,256679.0,1,2.0,3,miejskie,,2,48.43,blok,2019.0,pierwotny,do_wykonczenia
926,320000.0,1,,4,miejskie,plastikowe,1,86.0,kamienica,,wtorny,do_zamieszkania
927,295000.0,1,4.0,3,miejskie,plastikowe,,45.39,blok,1970.0,wtorny,do_zamieszkania
928,160000.0,1,10.0,1,,plastikowe,1,21.3,blok,,wtorny,do_zamieszkania
929,251433.0,1,4.0,2,miejskie,,parter,39.91,apartamentowiec,2018.0,pierwotny,do_wykonczenia
930,220000.0,0,11.0,2,miejskie,plastikowe,9,40.0,blok,1980.0,wtorny,do_zamieszkania
931,249000.0,1,18.0,2,miejskie,plastikowe,10,51.0,blok,,wtorny,
932,649000.0,1,4.0,7,miejskie,drewniane,2,233.0,kamienica,1900.0,wtorny,
933,225000.0,0,8.0,2,,plastikowe,7,48.65,blok,,wtorny,do_zamieszkania
934,419000.0,0,4.0,3,,plastikowe,4,70.1,blok,,wtorny,do_zamieszkania
935,329000.0,1,4.0,3,,plastikowe,2,62.07,blok,,wtorny,do_zamieszkania
936,160000.0,1,10.0,1,miejskie,,8,32.0,blok,,wtorny,do_zamieszkania
937,124000.0,1,2.0,1,elektryczne,plastikowe,1,38.8,,,wtorny,do_zamieszkania
938,492379.0,1,2.0,4,,,2,77.54,blok,,pierwotny,
939,359229.0,1,2.0,3,,,2,58.89,blok,,pierwotny,
940,208128.0,1,10.0,2,miejskie,plastikowe,7,32.52,apartamentowiec,,pierwotny,do_wykonczenia
941,409000.0,1,2.0,3,gazowe,plastikowe,1,94.0,,2012.0,wtorny,do_zamieszkania
942,170000.0,1,3.0,3,,,parter,56.0,kamienica,1950.0,wtorny,
943,345000.0,1,2.0,3,,plastikowe,parter,61.2,apartamentowiec,2013.0,wtorny,do_zamieszkania
944,295000.0,1,,2,,,2,46.04,,2018.0,wtorny,
945,608000.0,1,7.0,3,miejskie,,6,64.7,apartamentowiec,2021.0,pierwotny,do_wykonczenia
946,169000.0,1,4.0,1,miejskie,plastikowe,4,35.35,blok,1970.0,wtorny,do_remontu
947,625000.0,1,8.0,4,miejskie,plastikowe,7,76.87,apartamentowiec,2017.0,wtorny,do_zamieszkania
948,375000.0,1,3.0,3,elektryczne,plastikowe,1,86.0,kamienica,,wtorny,do_wykonczenia
949,750000.0,1,5.0,2,miejskie,plastikowe,2,70.0,apartamentowiec,2010.0,wtorny,do_zamieszkania
950,510000.0,1,7.0,3,miejskie,,5,55.44,apartamentowiec,2021.0,pierwotny,do_wykonczenia
951,413672.0,1,7.0,2,miejskie,,4,49.84,apartamentowiec,2021.0,pierwotny,do_wykonczenia
952,264069.0,1,2.0,2,,,2,45.14,blok,,pierwotny,
953,264069.0,1,2.0,2,,,2,45.14,blok,,pierwotny,
954,185000.0,1,10.0,2,miejskie,plastikowe,9,49.0,blok,1980.0,wtorny,do_remontu
955,481000.0,1,7.0,4,,,1,72.85,blok,2020.0,pierwotny,
956,428000.0,1,7.0,3,miejskie,plastikowe,parter,62.53,blok,2020.0,pierwotny,do_wykonczenia
957,488000.0,1,7.0,4,,,2,72.85,blok,2020.0,pierwotny,
958,446000.0,1,7.0,3,,,1,66.41,blok,2020.0,pierwotny,
959,426000.0,1,7.0,3,miejskie,plastikowe,1,64.44,blok,2020.0,pierwotny,do_wykonczenia
960,355000.0,1,7.0,2,miejskie,plastikowe,parter,55.02,blok,2020.0,pierwotny,do_wykonczenia
961,630000.0,1,4.0,4,gazowe,plastikowe,3,142.0,kamienica,1920.0,wtorny,do_zamieszkania
962,180621.0,1,5.0,1,,,1,25.62,blok,2019.0,pierwotny,
963,260000.0,1,,3,,plastikowe,4,59.0,blok,,wtorny,do_remontu
964,320000.0,1,7.0,4,miejskie,plastikowe,6,73.0,blok,,wtorny,do_zamieszkania
965,442000.0,1,7.0,3,miejskie,plastikowe,3,64.44,blok,2020.0,pierwotny,do_wykonczenia
966,500000.0,1,7.0,4,,,3,72.85,blok,2020.0,pierwotny,
967,560000.0,1,4.0,4,miejskie,,3,82.28,,,pierwotny,
968,365000.0,1,5.0,3,miejskie,plastikowe,3,53.0,apartamentowiec,,pierwotny,
969,439000.0,1,7.0,3,,,parter,66.41,blok,2020.0,pierwotny,
970,313000.0,1,8.0,2,miejskie,plastikowe,2,41.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
971,225000.0,1,10.0,2,miejskie,plastikowe,6,40.0,apartamentowiec,2019.0,pierwotny,
972,285000.0,1,10.0,3,miejskie,plastikowe,10,53.0,apartamentowiec,2019.0,pierwotny,
973,318000.0,1,8.0,2,miejskie,plastikowe,3,41.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
974,165000.0,1,10.0,2,,,2,38.03,,,wtorny,
975,249000.0,1,10.0,2,miejskie,plastikowe,3,55.0,blok,,wtorny,
976,270000.0,0,13.0,3,miejskie,plastikowe,4,56.6,blok,1970.0,wtorny,
977,367000.0,1,,2,miejskie,,3,55.65,,,pierwotny,
978,234954.0,1,10.0,2,miejskie,plastikowe,10,41.22,blok,2019.0,pierwotny,
979,723633.0,1,7.0,4,miejskie,,7,77.81,apartamentowiec,2021.0,pierwotny,do_wykonczenia
980,323247.0,1,8.0,2,miejskie,,8,40.66,blok,2019.0,pierwotny,
981,359000.0,1,7.0,3,miejskie,plastikowe,4,55.0,apartamentowiec,,pierwotny,
982,289223.5,1,4.0,2,miejskie,plastikowe,,51.19,apartamentowiec,,wtorny,do_wykonczenia
983,226665.0,1,5.0,2,miejskie,plastikowe,1,36.58,apartamentowiec,,pierwotny,do_wykonczenia
984,209884.0,1,5.0,1,miejskie,,3,30.64,apartamentowiec,2019.0,pierwotny,do_wykonczenia
985,299000.0,1,15.0,2,miejskie,plastikowe,&gt;_10,47.2,blok,1965.0,wtorny,do_wykonczenia
986,289000.0,1,4.0,3,miejskie,plastikowe,2,76.0,blok,1960.0,wtorny,do_zamieszkania
987,326000.0,1,8.0,2,miejskie,plastikowe,8,42.0,apartamentowiec,2019.0,pierwotny,do_wykonczenia
988,220000.0,0,10.0,2,miejskie,plastikowe,5,42.3,blok,,wtorny,do_remontu
989,257354.0,1,5.0,2,miejskie,,4,37.57,apartamentowiec,2019.0,pierwotny,do_wykonczenia
990,246915.0,1,5.0,2,miejskie,,1,36.58,blok,2019.0,pierwotny,
991,199000.0,0,4.0,1,miejskie,plastikowe,3,30.0,blok,1980.0,wtorny,do_zamieszkania
992,259000.0,0,16.0,2,miejskie,plastikowe,2,46.0,blok,,wtorny,do_remontu
993,287000.0,1,10.0,3,miejskie,plastikowe,9,79.73,blok,,wtorny,do_remontu
994,304302.0,1,5.0,3,miejskie,,2,49.48,apartamentowiec,2019.0,pierwotny,do_wykonczenia
995,319000.0,0,10.0,3,miejskie,plastikowe,2,63.0,blok,,wtorny,
996,229000.0,1,10.0,2,miejskie,plastikowe,8,48.65,blok,,wtorny,
997,328860.0,1,5.0,3,miejskie,,2,52.2,apartamentowiec,2019.0,pierwotny,do_wykonczenia
998,338800.0,1,3.0,3,miejskie,plastikowe,3,72.6,apartamentowiec,1990.0,wtorny,do_zamieszkania
999,600000.0,1,3.0,4,inne,plastikowe,1,142.0,blok,,wtorny,do_zamieszkania
1000,115000.0,0,3.0,1,miejskie,plastikowe,parter,26.32,blok,1975.0,wtorny,do_zamieszkania
1001,370000.0,0,14.0,3,miejskie,plastikowe,&gt;_10,59.0,blok,,wtorny,do_zamieszkania
1002,348000.0,0,10.0,4,miejskie,plastikowe,9,72.12,blok,,wtorny,
1003,320000.0,0,14.0,3,miejskie,plastikowe,,56.7,blok,,wtorny,do_remontu
1004,367000.0,1,,2,miejskie,,3,55.65,,,pierwotny,do_wykonczenia
1005,301470.0,1,4.0,2,miejskie,plastikowe,5,46.38,apartamentowiec,,wtorny,do_wykonczenia
1006,230000.0,1,18.0,2,miejskie,plastikowe,&gt;_10,50.7,blok,,wtorny,
1007,149000.0,0,3.0,2,miejskie,plastikowe,3,36.0,blok,,wtorny,do_zamieszkania
1008,385000.0,1,14.0,3,miejskie,plastikowe,7,58.4,blok,,wtorny,do_zamieszkania
1009,499000.0,1,2.0,3,miejskie,plastikowe,2,60.0,apartamentowiec,2014.0,wtorny,do_zamieszkania
1010,560000.0,1,,4,miejskie,,3,82.28,,,pierwotny,
1011,271000.0,1,,2,miejskie,,parter,42.28,apartamentowiec,,pierwotny,
1012,310734.0,1,5.0,2,miejskie,plastikowe,,50.94,apartamentowiec,,wtorny,do_wykonczenia
1013,273642.0,1,4.0,2,miejskie,plastikowe,,46.38,apartamentowiec,,wtorny,do_wykonczenia
1014,599000.0,0,24.0,4,miejskie,,&gt;_10,123.0,blok,1995.0,wtorny,
1015,292194.0,1,4.0,2,miejskie,plastikowe,4,46.38,apartamentowiec,,wtorny,do_wykonczenia
1016,366830.0,1,9.0,3,miejskie,plastikowe,,46.73,apartamentowiec,2019.0,wtorny,do_wykonczenia
1017,339000.0,1,3.0,3,inne,plastikowe,3,73.0,blok,1994.0,wtorny,do_remontu
1018,240000.0,0,10.0,2,miejskie,plastikowe,1,42.0,blok,1980.0,wtorny,do_remontu
1019,324870.0,1,9.0,2,miejskie,plastikowe,7,41.65,apartamentowiec,2019.0,wtorny,do_wykonczenia
1020,285381.0,1,5.0,2,miejskie,plastikowe,,51.42,apartamentowiec,,wtorny,do_wykonczenia
1021,281460.0,1,4.0,2,miejskie,plastikowe,,46.91,apartamentowiec,,wtorny,do_wykonczenia
1022,330000.0,1,3.0,5,inne,,parter,127.0,,,wtorny,do_remontu
1023,279529.0,1,5.0,2,miejskie,plastikowe,2,40.22,apartamentowiec,2019.0,wtorny,do_wykonczenia
1024,321620.0,1,5.0,3,miejskie,plastikowe,2,49.48,apartamentowiec,2019.0,wtorny,do_wykonczenia
1025,135000.0,1,2.0,2,kotlownia,plastikowe,1,39.0,kamienica,,wtorny,do_zamieszkania
1026,262218.0,1,5.0,2,miejskie,plastikowe,2,38.28,apartamentowiec,2019.0,wtorny,do_wykonczenia
1027,209884.0,1,5.0,1,miejskie,plastikowe,2,30.64,apartamentowiec,2019.0,wtorny,do_wykonczenia
1028,313082.0,1,9.0,2,miejskie,plastikowe,2,40.66,apartamentowiec,2019.0,wtorny,do_wykonczenia
1029,188307.0,1,5.0,1,miejskie,plastikowe,2,25.62,apartamentowiec,2019.0,wtorny,do_wykonczenia
1030,250047.0,1,5.0,2,miejskie,plastikowe,2,34.02,apartamentowiec,2019.0,wtorny,do_wykonczenia
1031,333645.0,1,9.0,2,miejskie,plastikowe,1,46.02,apartamentowiec,2019.0,wtorny,do_wykonczenia
1032,250573.0,1,5.0,2,miejskie,plastikowe,2,36.58,apartamentowiec,2019.0,wtorny,do_wykonczenia
1033,266766.5,1,5.0,2,miejskie,plastikowe,2,37.31,apartamentowiec,2019.0,wtorny,do_wykonczenia
1034,327313.0,1,9.0,2,miejskie,plastikowe,8,40.66,apartamentowiec,2019.0,wtorny,do_wykonczenia
1035,318370.0,1,9.0,2,miejskie,plastikowe,3,40.3,apartamentowiec,2019.0,wtorny,do_wykonczenia
1036,392148.5,1,5.0,4,miejskie,plastikowe,2,59.87,apartamentowiec,2019.0,wtorny,do_wykonczenia
1037,310206.0,1,5.0,3,miejskie,plastikowe,2,50.44,apartamentowiec,2019.0,wtorny,do_wykonczenia
1038,214000.0,0,4.0,2,miejskie,plastikowe,3,39.0,blok,,wtorny,do_zamieszkania
1039,336466.5,1,5.0,4,miejskie,plastikowe,2,54.71,apartamentowiec,2019.0,wtorny,do_wykonczenia
1040,239000.0,1,4.0,2,miejskie,plastikowe,parter,40.0,blok,,wtorny,do_zamieszkania
1041,530000.0,1,2.0,4,elektryczne,plastikowe,2,123.0,apartamentowiec,,wtorny,do_zamieszkania
1042,325280.0,1,9.0,2,miejskie,plastikowe,6,40.66,apartamentowiec,2019.0,wtorny,do_wykonczenia
1043,299000.0,1,2.0,3,gazowe,plastikowe,1,70.0,dom_wolnostojacy,2018.0,pierwotny,do_wykonczenia
1044,246078.0,1,5.0,2,miejskie,plastikowe,2,33.48,apartamentowiec,2019.0,wtorny,do_wykonczenia
1045,185000.0,1,10.0,2,miejskie,plastikowe,4,34.0,blok,1980.0,wtorny,do_zamieszkania
1046,650000.0,1,2.0,3,,,1,80.0,,,wtorny,
1047,316887.0,1,5.0,3,miejskie,plastikowe,parter,53.12,apartamentowiec,,pierwotny,do_wykonczenia
1048,198600.0,1,3.0,1,,plastikowe,3,30.9,blok,2015.0,wtorny,do_zamieszkania
1049,299000.0,1,2.0,3,gazowe,plastikowe,parter,90.0,dom_wolnostojacy,2018.0,pierwotny,do_wykonczenia
1051,149000.0,1,4.0,1,miejskie,plastikowe,parter,37.58,blok,1984.0,wtorny,do_zamieszkania
1052,195000.0,1,4.0,1,miejskie,plastikowe,3,30.3,apartamentowiec,2020.0,pierwotny,do_wykonczenia
1053,255041.0,1,2.0,2,,,parter,45.14,blok,,pierwotny,
1054,288000.0,1,10.0,3,inne,plastikowe,8,60.0,blok,1976.0,wtorny,do_remontu
1055,460000.0,1,,3,gazowe,drewniane,3,70.49,apartamentowiec,2011.0,wtorny,do_zamieszkania
1056,277500.0,1,5.0,2,miejskie,plastikowe,parter,51.5,apartamentowiec,,pierwotny,
1057,105000.0,1,4.0,1,miejskie,plastikowe,3,26.03,blok,1980.0,wtorny,
1058,251444.0,1,5.0,2,miejskie,plastikowe,3,34.21,apartamentowiec,,pierwotny,do_wykonczenia
1059,836000.0,1,16.0,5,miejskie,,&gt;_10,104.0,apartamentowiec,,pierwotny,
1060,195000.0,1,5.0,1,gazowe,plastikowe,2,30.0,apartamentowiec,2018.0,wtorny,do_wykonczenia
1061,261290.0,1,5.0,2,gazowe,plastikowe,2,49.3,apartamentowiec,2018.0,wtorny,do_wykonczenia
1062,350000.0,0,3.0,3,miejskie,plastikowe,3,64.0,blok,1980.0,wtorny,do_zamieszkania
1063,250000.0,1,5.0,2,,plastikowe,4,60.0,kamienica,,wtorny,
1064,350910.0,1,4.0,4,,,1,55.7,,,pierwotny,do_wykonczenia
1065,313260.0,1,4.0,3,miejskie,plastikowe,,52.21,,2019.0,pierwotny,do_wykonczenia
1066,249354.0,1,4.0,2,,,,39.58,,2019.0,pierwotny,do_wykonczenia
1067,292905.0,1,5.0,2,,,2,50.97,apartamentowiec,,wtorny,do_wykonczenia
1068,540000.0,1,4.0,7,miejskie,drewniane,1,135.0,,,wtorny,do_remontu
1069,259000.0,1,,2,,,,74.0,,,wtorny,
1070,460000.0,1,,3,,,2,75.0,apartamentowiec,,wtorny,do_wykonczenia
1071,320901.0,1,5.0,3,,,3,54.39,apartamentowiec,,pierwotny,do_wykonczenia
1072,344202.0,1,5.0,3,miejskie,plastikowe,1,52.55,apartamentowiec,,pierwotny,do_wykonczenia
1073,250047.0,1,5.0,2,miejskie,plastikowe,1,34.02,apartamentowiec,,pierwotny,do_wykonczenia
1074,270301.0,1,5.0,2,miejskie,plastikowe,1,39.46,apartamentowiec,,pierwotny,do_wykonczenia
1075,381545.0,1,5.0,4,miejskie,plastikowe,1,55.7,apartamentowiec,,pierwotny,do_wykonczenia
1076,333121.0,1,5.0,3,miejskie,plastikowe,1,52.46,apartamentowiec,,pierwotny,do_wykonczenia
1077,250573.0,1,5.0,2,miejskie,plastikowe,1,36.58,apartamentowiec,,pierwotny,do_wykonczenia
1078,341976.0,1,5.0,3,miejskie,plastikowe,1,52.21,apartamentowiec,,pierwotny,do_wykonczenia
1079,251444.0,1,5.0,2,miejskie,plastikowe,1,34.21,apartamentowiec,,pierwotny,do_wykonczenia
1080,271123.0,1,5.0,2,miejskie,plastikowe,1,39.58,apartamentowiec,,pierwotny,do_wykonczenia
1081,333057.0,1,5.0,3,miejskie,plastikowe,1,52.45,apartamentowiec,,pierwotny,do_wykonczenia
1082,257354.0,1,5.0,2,miejskie,plastikowe,1,37.57,apartamentowiec,,pierwotny,do_wykonczenia
1083,275698.0,1,5.0,2,miejskie,plastikowe,1,37.51,apartamentowiec,,pierwotny,do_wykonczenia
1084,392148.0,1,5.0,4,miejskie,plastikowe,1,59.87,apartamentowiec,,pierwotny,do_wykonczenia
1085,348513.0,1,10.0,4,miejskie,plastikowe,3,59.07,apartamentowiec,,pierwotny,do_wykonczenia
1086,343875.0,1,5.0,3,miejskie,plastikowe,1,52.5,apartamentowiec,,pierwotny,do_wykonczenia
1087,275709.0,1,10.0,3,miejskie,plastikowe,3,48.37,apartamentowiec,,pierwotny,do_wykonczenia
1088,244260.0,1,10.0,2,miejskie,plastikowe,3,41.4,apartamentowiec,,pierwotny,do_wykonczenia
1089,240064.0,1,10.0,2,miejskie,plastikowe,3,38.72,apartamentowiec,,pierwotny,do_wykonczenia
1090,318069.0,1,10.0,3,miejskie,plastikowe,3,53.91,apartamentowiec,,pierwotny,do_wykonczenia
1091,280611.0,1,10.0,3,miejskie,plastikowe,3,49.23,apartamentowiec,,pierwotny,do_wykonczenia
1092,293886.0,1,10.0,3,miejskie,plastikowe,3,50.67,apartamentowiec,,pierwotny,do_wykonczenia
1093,280554.0,1,10.0,3,miejskie,plastikowe,3,49.22,apartamentowiec,,pierwotny,do_wykonczenia
1094,302702.0,1,10.0,3,miejskie,plastikowe,3,52.19,apartamentowiec,,pierwotny,do_wykonczenia
1095,650000.0,0,2.0,4,miejskie,plastikowe,parter,96.3,apartamentowiec,,wtorny,do_zamieszkania
1096,383160.0,1,4.0,3,miejskie,plastikowe,3,71.82,apartamentowiec,2018.0,pierwotny,do_wykonczenia
1097,187054.0,1,4.0,1,,,parter,30.17,,2019.0,pierwotny,
1098,417000.0,1,2.0,3,inne,plastikowe,2,60.0,apartamentowiec,2013.0,wtorny,do_zamieszkania
1099,1040000.0,1,,5,miejskie,,&gt;_10,140.0,,,pierwotny,
1100,580000.0,1,4.0,3,miejskie,plastikowe,3,82.0,apartamentowiec,,wtorny,do_wykonczenia
1101,180000.0,0,10.0,1,miejskie,plastikowe,parter,28.0,blok,1971.0,wtorny,do_zamieszkania
1102,280000.0,1,,4,miejskie,,3,45.1,,,pierwotny,
1103,259000.0,1,,2,,,,74.0,,,wtorny,
1104,249007.0,1,3.0,1,,,parter,53.55,,,pierwotny,
1105,699000.0,1,5.0,8,miejskie,drewniane,3,200.0,kamienica,1920.0,wtorny,do_remontu
1106,615290.0,1,1.0,4,gazowe,plastikowe,1,162.74,szeregowiec,2018.0,pierwotny,do_wykonczenia
1107,615290.0,1,1.0,4,gazowe,plastikowe,1,151.53,szeregowiec,2018.0,pierwotny,
1108,222360.0,1,10.0,1,miejskie,plastikowe,5,34.0,apartamentowiec,,pierwotny,
