,cena,cena_za_od,czynsz,dostepne_od,forma_wlasnosci,liczba_kondygnacji,liczba_pieter,liczba_pokoi,material_budynku,metraz_do,metraz_od,ogrzewanie,okna,pietro,powierzchnia,rodzaj_zabudowy,rok_budowy,rynek,stan_inwestycji,stan_wykonczenia,typ_oferowanych_nieruchomosci,url
1847,700000.0,,,,,,3,3,,,,,plastikowe,parter,71.0,apartamentowiec,2005,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/os-ptasie-trzy-pokoje-kominek-dwa-garaze-taras-ID3Pv6A.html#e679aec94f
1848,269000.0,,460.0,,,,4,2,,,,miejskie,plastikowe,4,54.3,blok,1960,wtorny,,,,https://www.otodom.pl/oferta/atrakcyjne-dwupokojowe-mieszkanie-z-wyposazeniem-ID3WU76.html#e679aec94f
1849,421440.0,,190.0,,pelna_wlasnosc,,5,3,,,,miejskie,,2,70.24,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/narozne-mieszkanie-z-30m2-salonem-z-kuchnia-ID3WWIA.html#e679aec94f
1850,250000.0,,660.0,,spoldzielcze_wlasnosciowe,,5,3,wielka_plyta,,,miejskie,plastikowe,5,63.98,,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/mieszkanie-63-98-m-katowice-ID3WVeE.html#e679aec94f
1851,211987.0,,90.0,,pelna_wlasnosc,,10,2,pustak,,,miejskie,,6,36.05,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/mieszkanie-z-duza-sypialnia-na-bazantowie-ID3WWnV.html#e679aec94f
1852,225000.0,,700.0,,spoldzielcze_wlasnosciowe,,8,2,,,,miejskie,plastikowe,7,48.65,blok,,wtorny,,,,https://www.otodom.pl/oferta/katowice-os-witosa-ul-rataja-48-65m2-balkon-ID3WTO8.html#e679aec94f
1853,530000.0,,500.0,,pelna_wlasnosc,,4,4,,,,miejskie,plastikowe,3,95.0,apartamentowiec,2010,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/mieszkanie-4-pokoje-95m2-katowice-ligota-park-ID3WVks.html#e679aec94f
1854,338728.0,,,,pelna_wlasnosc,,7,1,,,,,,4,32.81,,2021,pierwotny,,,,https://www.otodom.pl/oferta/okazja-nowe-mieszkanie-katowice-scisle-centrum-ID3WVBG.html#e679aec94f
1855,269000.0,,400.0,,spoldzielcze_wlasnosciowe,,10,3,inne,,,miejskie,plastikowe,8,53.0,,1975,wtorny,,,,https://www.otodom.pl/oferta/luksusowe-mieszkanie-w-swietnej-lokalizacji-ID3WUDV.html#e679aec94f
1856,334278.0,,,,,,7,2,,,,,,2,34.11,apartamentowiec,2020,wtorny,,do_wykonczenia,,https://www.otodom.pl/oferta/mieszkanie-34-11-m-katowice-ID3WXh6.html#e679aec94f
1857,250000.0,,,,,,4,3,,,,,,2,64.0,,1980,wtorny,,,,https://www.otodom.pl/oferta/sprzedane-ID3WYEc.html#e679aec94f
1858,420825.0,,,,pelna_wlasnosc,,7,1,,,,,,4,40.75,,2021,pierwotny,,,,https://www.otodom.pl/oferta/1-pokojowe-mieszkanie-w-centrum-katowic-ID3WZ4E.html#e679aec94f
1859,380648.0,,,,pelna_wlasnosc,,7,1,,,,,,5,35.94,,2021,pierwotny,,,,https://www.otodom.pl/oferta/studio-w-srodmiesciu-z-loggia-ul-opolska-ID3WZ4Y.html#e679aec94f
1860,328522.0,,,,pelna_wlasnosc,,7,1,,,,,,7,29.63,,2021,pierwotny,,,,https://www.otodom.pl/oferta/okazja-nowa-kawalerka-z-tarasem-katowice-centrum-ID3WVBy.html#e679aec94f
1861,370478.0,,,,pelna_wlasnosc,,7,1,,,,,,5,34.46,,2021,pierwotny,,,,https://www.otodom.pl/oferta/ustawne-1-pok-w-srodmiesciu-z-loggia-ID3WZ4U.html#e679aec94f
1862,404528.0,,,,pelna_wlasnosc,,7,2,,,,,,6,36.93,,2021,pierwotny,,,,https://www.otodom.pl/oferta/dwupokojowe-w-apartamentowcu-w-srodmiesciu-ID3WZ4I.html#e679aec94f
1863,553640.0,,,,pelna_wlasnosc,,7,3,,,,,,6,55.96,,2021,pierwotny,,,,https://www.otodom.pl/oferta/3-pokojowe-w-srodmiesciu-z-balkonem-6-pietro-ID3WZ52.html#e679aec94f
1864,458688.0,,,,pelna_wlasnosc,,7,2,,,,,,5,49.84,,2021,pierwotny,,,,https://www.otodom.pl/oferta/2-pok-z-balkonem-w-srodmiesciu-ID3WZ4Q.html#e679aec94f
1865,210000.0,,,,,,13,2,,,,miejskie,plastikowe,parter,48.0,,,wtorny,,,,https://www.otodom.pl/oferta/katowice-os-tysiaclecia-ul-piastow-2-pokoje-48m2-ID3NvgQ.html#a7b6a03577
1866,270000.0,,,,pelna_wlasnosc,,11,1,inne,,,miejskie,plastikowe,5,30.0,apartamentowiec,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/mieszkanie-1-pokojowe-debowe-tarasy-ID3O9Ec.html#4194ca35d0
1867,270000.0,,,,pelna_wlasnosc,,3,3,cegla,,,elektryczne,plastikowe,3,45.0,kamienica,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/mieszkanie-inwestycyjne-wynajem-na-pokoje-ID3W38Y.html#4194ca35d0
1868,270000.0,,,,pelna_wlasnosc,,3,3,cegla,,,elektryczne,plastikowe,2,51.0,kamienica,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/mieszkanie-inwestycyjne-wysoka-stopa-zwrotu-ID3W39e.html#4194ca35d0
1869,290136.0,,,,pelna_wlasnosc,,4,2,cegla,,,miejskie,plastikowe,1,51.81,dom_wolnostojacy,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/2-pokojowe-w-stanie-deweloperskim-51-81m2-bazantow-ID3VJms.html#4194ca35d0
1870,146100.0,,,,pelna_wlasnosc,,5,1,cegla,,,,,5,139.07,kamienica,1911,pierwotny,,do_remontu,,https://www.otodom.pl/oferta/poddasze-do-adaptacji-sklodowska-23-ID3SNJu.html#4194ca35d0
1871,461156.0,,,,pelna_wlasnosc,,4,3,cegla,,,miejskie,plastikowe,parter,71.51,dom_wolnostojacy,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/3-pokojowe-w-stanie-deweloperskim-71-51m2-ogrod-15-ID3VJmI.html#4194ca35d0
1872,410000.0,,,,pelna_wlasnosc,,3,3,,,,kotlownia,plastikowe,2,91.0,blok,2002,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/dwupoziomowe-mieszkanie-katowice-ul-kolista-ID3V5eY.html#4194ca35d0
1873,324938.0,,,,pelna_wlasnosc,,5,3,,,,miejskie,plastikowe,2,51.99,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-przy-parku-slaskim-ID3X0PG.html#e7e50e8cc0
1874,358350.0,,,,pelna_wlasnosc,,5,4,,,,miejskie,plastikowe,2,54.71,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-przy-parku-slaskim-ID3X0PO.html#e7e50e8cc0
1875,550000.0,,350.0,,,,3,4,,,,,plastikowe,1,78.6,apartamentowiec,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/katowice-bazantowo-4-pokoje-ID3ESwO.html#23e6f5909b
1876,665000.0,,,,,,4,3,,,,,,1,80.0,,,wtorny,,,,https://www.otodom.pl/oferta/mieszkanie-80-m-katowice-ID3moSf.html#d3db507e47
1877,700000.0,,,,pelna_wlasnosc,,,7,,,,,,,240.0,,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/willa-lesnym-zaciszu-idealna-do-relaksu-ID3Lvg0.html#ae81835cb2
1878,319000.0,,800.0,,pelna_wlasnosc,,3,2,cegla,,,miejskie,plastikowe,2,58.67,blok,,wtorny,,do_remontu,,https://www.otodom.pl/oferta/mieszkanie-w-wyjatkowej-lokalizacji-os-ptasie-ID3FeLa.html#23e6f5909b
1879,511376.0,,,,,,4,4,,,,,plastikowe,1,82.48,apartamentowiec,,pierwotny,,,,https://www.otodom.pl/oferta/katowice-bazantow-20-rabatu-na-wykonczenie-ID3FgMA.html#23e6f5909b
1880,777000.0,,320.0,,pelna_wlasnosc,,5,3,cegla,,,,drewniane,4,120.89,kamienica,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/apartament-w-sercu-aglomeracji-slaskiej-ID3LptS.html#ae81835cb2
1881,308500.0,,,,,,5,2,,,,,plastikowe,1,48.26,apartamentowiec,,pierwotny,,,,https://www.otodom.pl/oferta/mieszkanie-48-26-m-katowice-ID3FplC.html#23e6f5909b
1882,795000.0,,230.0,,,,3,5,,,,,plastikowe,2,149.84,kamienica,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/katowice-2-mieszkania-w-jednym-ID3ESwV.html#23e6f5909b
1883,332000.0,,,,,,16,2,,,,,,,56.44,apartamentowiec,,pierwotny,,,,https://www.otodom.pl/oferta/mieszkanie-56-44-m-katowice-ID3FtQI.html#23e6f5909b
1884,369999.0,,,,,,4,4,wielka_plyta,,,miejskie,plastikowe,1,71.0,blok,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/katowice-brynow-ul-orkana-okazja-ID3FJBK.html#23e6f5909b
1885,499950.0,,,,pelna_wlasnosc,,5,4,,,,,,1,90.9,,,pierwotny,,,,https://www.otodom.pl/oferta/mieszkanie-90-90-m-katowice-ID3GDRC.html#23e6f5909b
1886,285000.0,,,,pelna_wlasnosc,,5,1,,,,miejskie,plastikowe,5,30.0,apartamentowiec,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/kawalerka-katowice-debowe-tarasy-ID3Fzgs.html#23e6f5909b
1887,635290.0,,,,pelna_wlasnosc,,1,4,inne,,,gazowe,plastikowe,parter,106.0,szeregowiec,2018,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/apartament-w-bardzo-interesujacej-lokalizacji-ID3Ft2Q.html#23e6f5909b
1888,297999.0,,,,pelna_wlasnosc,,5,2,,,,,,parter,50.94,,,pierwotny,,,,https://www.otodom.pl/oferta/mieszkanie-50-94-m-katowice-ID3GDRO.html#23e6f5909b
1889,248000.0,,,,,,4,4,wielka_plyta,,,miejskie,,1,59.4,blok,1976,wtorny,,do_remontu,,https://www.otodom.pl/oferta/katowice-piotrowice-4-pokoje-kuchnia-ID3Bwgc.html#23e6f5909b
1890,129000.0,,352.0,,pelna_wlasnosc,,2,1,cegla,,,miejskie,plastikowe,2,41.0,blok,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/katowice-janow-kawalerka-po-remoncie-ID3GUnO.html#23e6f5909b
1891,750000.0,,,,,,5,3,cegla,,,miejskie,,2,87.0,blok,1960,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/katowice-srodmiescie-3-pokoje-garaz-ID3suNV.html#23e6f5909b
1892,370845.0,,,,pelna_wlasnosc,,2,4,,,,,,parter,82.41,,,pierwotny,,,,https://www.otodom.pl/oferta/mieszkanie-82-41-m-katowice-ID3FUzm.html#23e6f5909b
1893,394573.0,,,,,,4,2,,,,miejskie,plastikowe,parter,53.72,apartamentowiec,2016,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/idealne-dla-seniora-z-ogrodkiem-nowe-ID3HQiU.html#23e6f5909b
1894,370000.0,,,,,,2,2,,,,,,parter,52.0,apartamentowiec,,wtorny,,,,https://www.otodom.pl/oferta/katowice-os-bazantow-m3-taras-garaz-ID3Hdle.html#23e6f5909b
1895,1200000.0,,,,,,2,3,,,,,,parter,99.0,,,wtorny,,,,https://www.otodom.pl/oferta/nigdy-niezamieszkiwany-ekskluzywny-apartament-ID3HnPK.html#23e6f5909b
1896,393344.0,,,,pelna_wlasnosc,,5,3,,,,,,1,70.24,,,pierwotny,,,,https://www.otodom.pl/oferta/mieszkanie-70-24-m-katowice-ID3GDRy.html#23e6f5909b
1897,600000.0,,650.0,,pelna_wlasnosc,,4,5,cegla,,,,drewniane,3,115.53,,2008,wtorny,,,,https://www.otodom.pl/oferta/mieszkanie-115-53-m-katowice-ID3jO7Y.html#23e6f5909b
1898,635290.0,,,,,,1,4,,,,,,parter,150.0,szeregowiec,,pierwotny,,,,https://www.otodom.pl/oferta/wymarzone-miejsce-do-zamieszkania-nowosc-ID3HgC8.html#23e6f5909b
1899,515000.0,,,,,,11,3,,,,miejskie,plastikowe,7,70.0,apartamentowiec,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/debowe-tarasy-70m2-ID3HS88.html#23e6f5909b
1900,190000.0,,300.0,,spoldzielcze_wlasnosciowe,,3,2,cegla,,,,plastikowe,2,38.0,blok,,wtorny,,do_remontu,,https://www.otodom.pl/oferta/mieszkanie-38-m-katowice-ID3Ik7V.html#23e6f5909b
1901,285000.0,,,,pelna_wlasnosc,,6,2,,,,miejskie,plastikowe,2,45.0,apartamentowiec,2018,wtorny,,do_wykonczenia,,https://www.otodom.pl/oferta/mieszkanie-45m2-katowice-francuska-park-ID3IpvU.html#23e6f5909b
1902,850000.0,,950.0,,spoldzielcze_wlasnosciowe,,1,3,,,,miejskie,,parter,118.0,apartamentowiec,1990,wtorny,,,,https://www.otodom.pl/oferta/mieszkanie-118-m-katowice-ID3IVJ2.html#23e6f5909b
1903,850000.0,,,,,,1,3,,,,miejskie,,parter,117.0,apartamentowiec,,wtorny,,,,https://www.otodom.pl/oferta/piekny-apartament-z-ogrodem-i-garazem-ID3IxPC.html#23e6f5909b
1904,850000.0,,1000.0,,pelna_wlasnosc,,1,3,cegla,,,miejskie,plastikowe,parter,117.0,apartamentowiec,1990,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/katowice-brynow-os-ptasie-apartament-117m2-z-du-ID3I2uY.html#23e6f5909b
1905,649000.0,,1000.0,,pelna_wlasnosc,,2,7,cegla,,,inne,drewniane,2,232.17,kamienica,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/katowice-centrum-232m2-ID3JAwi.html#23e6f5909b
1906,850000.0,,,,,,2,3,,,,miejskie,,parter,117.0,apartamentowiec,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/oaza-spokoju-w-najlepszej-dzielnicy-ID3ISbe.html#23e6f5909b
1907,353233.0,,,,pelna_wlasnosc,,5,4,,,,inne,plastikowe,parter,59.87,apartamentowiec,2019,pierwotny,,do_zamieszkania,,https://www.otodom.pl/oferta/apartamenty-2-3-4-pok-przy-parku-slaskim-ID3Js4v.html#23e6f5909b
1908,119000.0,,,,pelna_wlasnosc,,2,2,,,,inne,drewniane,1,52.0,dom_wolnostojacy,,wtorny,,do_remontu,,https://www.otodom.pl/oferta/mieszkanie-52m-katowice-brynow-zaleska-ID3JzCI.html#23e6f5909b
1909,269000.0,,450.0,,spoldzielcze_wlasnosciowe,,10,3,wielka_plyta,,,miejskie,plastikowe,5,55.77,blok,1975,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/katowice-katowice-gdzie-jest-taki-drugi-kraj-ID3Jycs.html#23e6f5909b
1910,281460.0,,,,,,5,2,,,,miejskie,plastikowe,parter,46.91,apartamentowiec,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/mieszkanie-46-91-m-katowice-ID3K45u.html#23e6f5909b
1911,328000.0,,,,pelna_wlasnosc,,5,3,,,,inne,plastikowe,parter,52.71,apartamentowiec,2019,pierwotny,,do_zamieszkania,,https://www.otodom.pl/oferta/mieszkanie-trzypokojowe-przy-parku-slaskim-ID3K1N6.html#23e6f5909b
1912,310734.0,,,,,,5,2,,,,miejskie,plastikowe,2,50.94,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/mieszkanie-50-94-m-katowice-ID3K45q.html#23e6f5909b
1913,218000.0,,,,,,3,3,cegla,,,miejskie,,2,53.0,blok,1967,wtorny,,do_remontu,,https://www.otodom.pl/oferta/trzypokojowe-mieszkanie-w-zielonej-okolicy-ID3JT9a.html#23e6f5909b
1914,450000.0,,,,,,,4,,,,,,parter,104.0,,,wtorny,,,,https://www.otodom.pl/oferta/2-osobne-lokale-os-tysiaclecia-parkingpromocja-ID3KDec.html#23e6f5909b
1915,185828.0,,,,,,3,1,,,,miejskie,plastikowe,1,21.3,kamienica,2018,pierwotny,,,,https://www.otodom.pl/oferta/mieszkanie-21-30-m-katowice-ID3K53e.html#23e6f5909b
1916,277588.0,,,,,,4,2,,,,miejskie,plastikowe,1,47.86,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/mieszkanie-47-86-m-katowice-ID3K45y.html#23e6f5909b
1917,540000.0,,,,pelna_wlasnosc,,4,7,inne,,,miejskie,drewniane,1,135.0,,,wtorny,,do_remontu,,https://www.otodom.pl/oferta/7pok-na-placu-andrzeja-idealne-pod-inwestycje-ID3KetV.html#23e6f5909b
1918,699000.0,,600.0,,pelna_wlasnosc,,5,8,inne,,,miejskie,drewniane,3,200.0,kamienica,1920,wtorny,,do_remontu,,https://www.otodom.pl/oferta/3-maja-centrum-jedyny-takie-mieszkanie-ID3KetS.html#23e6f5909b
1919,360000.0,,250.0,,pelna_wlasnosc,,4,2,pustak,,,gazowe,plastikowe,1,52.0,apartamentowiec,2007,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/komfortowe-m-3-katowice-os-bazantowo-ID3KvAv.html#23e6f5909b
1920,169000.0,,300.0,,pelna_wlasnosc,,9,1,,,,miejskie,plastikowe,7,30.0,blok,1966,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/mieszkanie-30-m-katowice-ID3Koco.html#23e6f5909b
1921,264000.0,,,,pelna_wlasnosc,,5,1,,,,miejskie,,1,46.0,apartamentowiec,,pierwotny,,,,https://www.otodom.pl/oferta/46-m-przy-parku-niski-czynsz-duzy-balkon-ID3KDQ0.html#23e6f5909b
1922,699000.0,,600.0,,pelna_wlasnosc,,5,8,inne,,,miejskie,drewniane,3,200.0,kamienica,1920,wtorny,,do_remontu,,https://www.otodom.pl/oferta/3-maja-centrum-jedyny-takie-mieszkanie-ID3KDsQ.html#23e6f5909b
1923,115000.0,,,,pelna_wlasnosc,,3,2,,,,gazowe,drewniane,1,54.0,,,wtorny,,do_remontu,,https://www.otodom.pl/oferta/2-100zl-m2-cicha-i-zielona-okolica-promocja-ID3L0qU.html#23e6f5909b
1924,115000.0,,,,pelna_wlasnosc,,3,2,,,,gazowe,drewniane,1,54.0,,,wtorny,,do_remontu,,https://www.otodom.pl/oferta/2-100zl-m2-cicha-i-zielona-okolica-promocja-ID3KRRa.html#23e6f5909b
1925,1200000.0,,,,,,3,5,,,,,,2,172.0,,1937,wtorny,,,,https://www.otodom.pl/oferta/to-nie-jest-wizualizacja-luksus-na-koszutka-ID3KJe4.html#23e6f5909b
1926,700000.0,,,,pelna_wlasnosc,,10,2,,,,miejskie,plastikowe,2,70.0,apartamentowiec,2014,wtorny,,,,https://www.otodom.pl/oferta/katowice-debowe-tarasy-luksusowy-apartament-70m-ID3Lo4A.html#23e6f5909b
1927,390000.0,,,,pelna_wlasnosc,,2,3,cegla,,,gazowe,drewniane,2,76.9,szeregowiec,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/apartament-76m2-osiedle-zamkniete-wysoki-standard-ID3L7cU.html#23e6f5909b
1928,241360.0,,,,,,6,2,cegla,,,,,5,43.1,blok,2020,pierwotny,,,,https://www.otodom.pl/oferta/mieszkanie-2-pokoje-42m-nowe-os-karoliny-m73-v-ID3zBe3.html#23e6f5909b
1929,264000.0,,,,pelna_wlasnosc,,5,2,,,,miejskie,,1,46.0,apartamentowiec,,pierwotny,,,,https://www.otodom.pl/oferta/46-m-przy-parku-niski-czynsz-duzy-balkon-ID3LcIs.html#23e6f5909b
1930,699000.0,,600.0,,pelna_wlasnosc,,5,8,inne,,,miejskie,drewniane,3,200.0,kamienica,1920,wtorny,,do_remontu,,https://www.otodom.pl/oferta/3-maja-centrum-jedyny-takie-mieszkanie-ID3LoWC.html#23e6f5909b
1931,598772.0,,,,pelna_wlasnosc,,4,3,pustak,,,miejskie,plastikowe,3,111.92,apartamentowiec,2013,wtorny,,do_wykonczenia,,https://www.otodom.pl/oferta/sprzedam-mieszkanie-111-92-m2-w-katowicach-a11-ID3nDuE.html#d3db507e47
1932,508641.0,,,,pelna_wlasnosc,,4,4,pustak,,,miejskie,plastikowe,parter,95.97,apartamentowiec,2013,wtorny,,do_wykonczenia,,https://www.otodom.pl/oferta/sprzedam-mieszkanie-95-97-m2-w-katowicach-b1-ID3noBK.html#d3db507e47
1933,637855.0,,,,pelna_wlasnosc,,4,3,pustak,,,miejskie,plastikowe,parter,120.35,apartamentowiec,2013,wtorny,,do_wykonczenia,,https://www.otodom.pl/oferta/sprzedam-mieszkanie-120-35-m2-w-katowicach-a2-ID3nDzq.html#d3db507e47
1934,638650.0,,,,pelna_wlasnosc,,4,3,pustak,,,miejskie,plastikowe,parter,120.5,apartamentowiec,2013,wtorny,,do_wykonczenia,,https://www.otodom.pl/oferta/sprzedam-mieszkanie-120-50-m2-w-katowicach-b2-ID3nori.html#d3db507e47
1935,393478.0,,,,,,4,3,,,,,plastikowe,parter,70.09,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/katowice-bazantowo-ID3qPYI.html#d3db507e47
1936,717368.0,,,,pelna_wlasnosc,,4,5,pustak,,,miejskie,plastikowe,parter,126.52,apartamentowiec,2013,wtorny,,do_wykonczenia,,https://www.otodom.pl/oferta/sprzedam-mieszkanie-126-52-m2-w-katowicach-a1-ID3nDA8.html#d3db507e47
1937,600000.0,,540.0,,spoldzielcze_wl._z_kw,,4,4,,,,elektryczne,plastikowe,2,106.0,blok,1998,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/katowice-kostuchna-atrakcyjne-mieszkanie-106m2-ID3pYvs.html#d3db507e47
1938,760000.0,,650.0,,pelna_wlasnosc,,5,4,,,,miejskie,plastikowe,1,93.0,apartamentowiec,,wtorny,,,,https://www.otodom.pl/oferta/mieszkanie-93-m-katowice-ID3ovSo.html#d3db507e47
1939,281460.0,,,,pelna_wlasnosc,,5,2,,,,miejskie,plastikowe,parter,46.91,apartamentowiec,2018,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycyjna-przy-parku-slaskim-ID3qQbi.html#d3db507e47
1940,298913.0,,,,,,4,2,,,,,plastikowe,parter,53.75,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowe-osiedle-komfortowych-budynkow-ID3qPYM.html#d3db507e47
1941,209600.0,,,,,,4,1,,,,,,3,33.97,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/kawalerka-bazantowo-ID3qPYQ.html#d3db507e47
1942,390000.0,,200.0,,pelna_wlasnosc,,15,2,,,,miejskie,plastikowe,&gt;_10,45.0,,,wtorny,,,,https://www.otodom.pl/oferta/mieszkanie-4-wieze-os-tysiaclecia-ID3qQfS.html#d3db507e47
1943,310734.0,,,,pelna_wlasnosc,,5,2,,,,miejskie,plastikowe,2,50.94,apartamentowiec,2018,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/inwestycja-przy-lasku-bytkowskim-ID3qQmY.html#d3db507e47
1944,449000.0,,580.0,,pelna_wlasnosc,,4,3,,,,,,3,125.0,,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/lokal-na-sprzedaz-katowice-mariacka-ID3qQhV.html#d3db507e47
1945,536664.0,,,,pelna_wlasnosc,,4,4,pustak,,,miejskie,plastikowe,parter,90.96,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/apartament-z-prawie-100m-ogrodem-ID3sKZe.html#d3db507e47
1946,625000.0,,1100.0,,pelna_wlasnosc,,2,4,cegla,,,gazowe,drewniane,parter,116.0,apartamentowiec,1993,wtorny,,,,https://www.otodom.pl/oferta/duze-mieszkanie-z-ogrodem-katowice-opt-ID3tiyv.html#d3db507e47
1947,283800.0,,,,pelna_wlasnosc,,2,2,,,,,plastikowe,2,51.6,apartamentowiec,2018,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/mieszkanie-51-60-m-katowice-ID3vdje.html#d3db507e47
1948,509936.0,,,,pelna_wlasnosc,,4,4,pustak,,,miejskie,plastikowe,2,91.06,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/nowa-inwestycja-w-prestizowej-lokalizacji-ID3toP2.html#d3db507e47
1949,615000.0,,,,pelna_wlasnosc,,1,3,inne,,,gazowe,plastikowe,parter,106.0,apartamentowiec,2010,wtorny,,,,https://www.otodom.pl/oferta/apartament-katowice-kostuchna-stabika-ID3vxNF.html#d3db507e47
1950,461156.0,,,,pelna_wlasnosc,,4,3,pustak,,,miejskie,plastikowe,3,71.51,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/apartament-z-prawie-160m-ogrodem-spiesz-sie-ID3sLKM.html#d3db507e47
1951,1517340.0,,,,,,4,4,,,,,plastikowe,4,137.94,apartamentowiec,,wtorny,,do_wykonczenia,,https://www.otodom.pl/oferta/mieszkanie-137-94-m-katowice-ID3wg44.html#d3db507e47
1952,330000.0,,,,pelna_wlasnosc,,2,7,,,,gazowe,plastikowe,parter,127.0,,,wtorny,,,,https://www.otodom.pl/oferta/dom-wielorodzinny-katowice-piotrowice-ID3yoGX.html#d3db507e47
1953,409500.0,,,,pelna_wlasnosc,,1,3,,,,gazowe,plastikowe,1,63.0,apartamentowiec,,wtorny,,,,https://www.otodom.pl/oferta/nowoczesny-apartament-63m2-z-niezaleznym-garazem-ID3vPdx.html#d3db507e47
1954,1499000.0,,,,pelna_wlasnosc,,4,3,,,,miejskie,drewniane,2,115.0,kamienica,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/wyjatkowy-apartament-115m2-katowice-centrum-ID3v07a.html#d3db507e47
1955,416568.0,,,,pelna_wlasnosc,,4,3,pustak,,,miejskie,plastikowe,1,61.22,blok,2019,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/ustawne-mieszkanie-na-prestizowym-osiedlu-ID3toOI.html#d3db507e47
1956,599000.0,,,,pelna_wlasnosc,,10,5,,,,miejskie,plastikowe,parter,128.0,blok,,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/mieszkanie-5-pokoi-osiedle-paderewskiego-ID3xsKj.html#d3db507e47
1957,675000.0,,,,pelna_wlasnosc,,14,2,,,,miejskie,plastikowe,&gt;_10,90.0,apartamentowiec,2017,wtorny,,do_zamieszkania,,https://www.otodom.pl/oferta/apartament-90m2-katowice-tysiaclecie-ID3xPI7.html#d3db507e47
1958,416385.0,,,,pelna_wlasnosc,,4,3,,,,miejskie,plastikowe,1,73.05,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/silesia-widok-a1-02-ID3zNlt.html#d3db507e47
1959,482040.0,,,,,,5,3,,,,,plastikowe,1,74.16,apartamentowiec,,wtorny,,do_wykonczenia,,https://www.otodom.pl/oferta/mieszkanie-74-16-m-katowice-ID3yzcj.html#d3db507e47
1960,397689.0,,,,pelna_wlasnosc,,4,3,,,,miejskie,plastikowe,2,69.77,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/silesia-widok-a2-01-ID3zNGb.html#d3db507e47
1961,298860.0,,,,pelna_wlasnosc,,3,2,,,,miejskie,plastikowe,parter,49.81,apartamentowiec,,pierwotny,,do_wykonczenia,,https://www.otodom.pl/oferta/silesia-widok-mieszkanie-z-ogrodem-b0-02-ID3zNez.html#d3db507e47
